id,building_id,priority,status,floor,name,seats,video_conference_holder
77,3,5,AVAILABLE,1,CRS-20,2,True
78,3,5,AVAILABLE,1,Levanger,2,True
79,3,3,AVAILABLE,1,Liriope,8,False
80,3,3,AVAILABLE,1,San Fernando,8,False
81,3,2,AVAILABLE,1,Delhi,16,True
82,3,1,AVAILABLE,1,Aphareus,32,True
83,3,5,AVAILABLE,1,Cascavel,2,True
84,3,3,AVAILABLE,1,Berlin,8,True
85,3,5,AVAILABLE,1,Olympia,2,False
86,3,4,AVAILABLE,2,Oeagrus,4,True
87,3,5,AVAILABLE,2,Orestes,2,True
88,3,2,AVAILABLE,2,Zeus,16,False
89,3,4,AVAILABLE,2,Kitsman,4,False
90,3,5,AVAILABLE,2,Ajax,2,True
91,3,2,AVAILABLE,2,Whitehorse,16,False
92,3,2,AVAILABLE,2,Augeas,16,True
93,3,5,AVAILABLE,2,Pentheus,2,True
94,3,5,AVAILABLE,2,Uranus,2,True
95,4,2,AVAILABLE,1,RADARSAT Constellation,16,True
96,4,5,AVAILABLE,1,Ismene,2,True
97,4,2,AVAILABLE,1,JCSAT-16,16,True
98,4,1,AVAILABLE,1,Agamemnon,32,True
99,4,2,AVAILABLE,1,Starlink 6,16,False
100,4,4,AVAILABLE,1,Tisamenus,4,True
101,4,1,AVAILABLE,1,Aeolus,32,True
102,4,5,AVAILABLE,1,Jhang,2,True
103,4,4,AVAILABLE,1,Starlink-8 & SkySat 16-18,4,True
104,4,5,AVAILABLE,1,CRS-3,2,True
105,4,3,AVAILABLE,2,Crew-1,8,True
106,4,4,AVAILABLE,2,Hubei,4,False
107,4,3,AVAILABLE,2,Lustenau,8,True
108,4,5,AVAILABLE,2,Thersander,2,True
109,4,3,AVAILABLE,2,Cambridge,8,True
110,4,2,AVAILABLE,2,Hebe,16,True
111,4,4,AVAILABLE,2,Berlin,4,True
112,4,5,AVAILABLE,2,ABS-3A / Eutelsat 115W B,2,True
113,4,5,AVAILABLE,2,Hesperia,2,False
114,5,3,AVAILABLE,1,Brovary,8,True
115,5,3,AVAILABLE,1,Rekem,8,False
116,5,2,AVAILABLE,1,Weyburn,16,True
117,5,5,AVAILABLE,1,Pandion,2,True
118,5,3,AVAILABLE,1,Guangxi,8,True
119,5,2,AVAILABLE,1,Ercolano,16,False
120,5,2,AVAILABLE,1,Novena,16,True
121,5,2,AVAILABLE,1,Oslo,16,False
122,5,1,AVAILABLE,1,Giyani,32,True
123,5,1,AVAILABLE,1,Murray Bridge,32,True
124,5,5,AVAILABLE,1,FalconSat,2,True
125,5,1,AVAILABLE,1,Bellville,32,True
126,5,2,AVAILABLE,1,Hines Creek,16,False
127,5,4,AVAILABLE,1,Atlas,4,True
128,5,5,AVAILABLE,2,Amphion,2,True
129,5,3,AVAILABLE,2,Starlink 2,8,False
130,5,4,AVAILABLE,2,Pozo Almonte,4,True
131,5,3,AVAILABLE,2,Sabanalarga,8,False
132,5,5,AVAILABLE,2,Bloomington,2,True
133,5,5,AVAILABLE,2,Apollo,2,True
134,5,1,AVAILABLE,2,Merah Putih,32,True
135,5,3,AVAILABLE,2,Cambridge,8,True
136,5,1,AVAILABLE,2,Sipylus,32,False
137,5,4,AVAILABLE,2,CRS-18,4,False
138,5,2,AVAILABLE,2,Mglin,16,True
139,5,5,AVAILABLE,2,Cartagena,2,False
140,6,1,AVAILABLE,1,RatSat,32,True
141,6,4,AVAILABLE,1,Telephassa,4,True
142,6,5,AVAILABLE,1,Lelystad,2,False
143,6,4,AVAILABLE,1,Falcon 9 Test Flight,4,False
144,6,5,AVAILABLE,1,Es’hail 2,2,False
145,6,4,AVAILABLE,1,Berlin,4,True
146,6,2,AVAILABLE,1,Baracaldo,16,False
147,6,5,AVAILABLE,1,Lafayette,2,True
148,6,2,AVAILABLE,1,Phoebe,16,False
149,6,1,AVAILABLE,1,Bedok,32,True
150,6,4,AVAILABLE,1,Starlink-13 (v1.0),4,True
151,6,4,AVAILABLE,1,Dione,4,True
152,6,5,AVAILABLE,1,Telamon,2,True
153,6,5,AVAILABLE,1,Tacurong,2,True
154,7,3,AVAILABLE,1,Emalahleni,8,True
155,7,1,AVAILABLE,1,Ozamiz,32,False
156,7,2,AVAILABLE,1,CRS-1,16,True
157,7,4,AVAILABLE,1,Iridium NEXT Mission 4,4,False
158,7,3,AVAILABLE,1,Chandler,8,True
159,7,2,AVAILABLE,1,Endeïs,16,True
160,7,2,AVAILABLE,1,Jecheon,16,True
161,7,2,AVAILABLE,1,Gaia,16,True
162,7,3,AVAILABLE,1,CRS-5,8,True
163,7,4,AVAILABLE,1,Aethra,4,True
164,7,4,AVAILABLE,1,Anicetos,4,False
165,7,3,AVAILABLE,1,Harmonia,8,True
166,7,5,AVAILABLE,2,Aeolus,2,True
167,7,2,AVAILABLE,2,Alcaeus,16,False
168,7,2,AVAILABLE,2,Pasiphae,16,False
169,7,1,AVAILABLE,2,Nancy,32,True
170,7,3,AVAILABLE,2,Amyclas,8,True
171,7,4,AVAILABLE,2,Cinyras,4,True
172,7,5,AVAILABLE,2,Ross-on-Wye,2,False
173,7,4,AVAILABLE,2,Oldenzaal,4,True
174,7,4,AVAILABLE,2,Hippolytus,4,False
175,7,2,AVAILABLE,2,Almere,16,False
176,7,5,AVAILABLE,2,San Fernando,2,False
177,7,3,AVAILABLE,2,Starachowice,8,True
178,7,5,AVAILABLE,3,Odda,2,False
179,7,2,AVAILABLE,3,Clymene,16,True
180,7,5,AVAILABLE,3,Periclymenus,2,True
181,7,5,AVAILABLE,3,Lafayette,2,False
182,7,5,AVAILABLE,3,Thaicom 6,2,True
183,7,3,AVAILABLE,3,Great Falls,8,True
184,7,5,AVAILABLE,3,Queenstown,2,True
185,7,3,AVAILABLE,3,Develi,8,True
186,7,2,AVAILABLE,3,Castanhal,16,True
187,7,5,AVAILABLE,3,Eurytos,2,True
188,7,2,AVAILABLE,3,Ternopil,16,True
189,7,5,AVAILABLE,3,Trailblazer,2,True
190,7,3,AVAILABLE,4,Hougang,8,True
191,7,4,AVAILABLE,4,Eurydice,4,False
192,7,5,AVAILABLE,4,CRS-6,2,True
193,7,4,AVAILABLE,4,Starlink-15 (v1.0),4,True
194,7,2,AVAILABLE,4,Pervomaisk,16,True
195,7,4,AVAILABLE,4,Iowa City,4,True
196,7,4,AVAILABLE,4,Poseidon,4,False
197,7,2,AVAILABLE,4,Moulins,16,True
198,7,5,AVAILABLE,4,Kerikeri,2,True
199,8,2,AVAILABLE,1,Imperatriz,16,True
200,8,5,AVAILABLE,1,Bruckneudorf,2,False
201,8,2,AVAILABLE,1,Clotho,16,True
202,8,2,AVAILABLE,1,Murray Bridge,16,True
203,8,5,AVAILABLE,1,Xuthus,2,False
204,8,4,AVAILABLE,1,Cephissus,4,True
205,8,4,AVAILABLE,1,Tereus,4,True
206,8,3,AVAILABLE,1,Shanghai,8,True
207,8,5,AVAILABLE,1,Hebe,2,True
208,8,5,AVAILABLE,1,Pelops,2,False
209,8,3,AVAILABLE,1,Bellville,8,True
210,8,1,AVAILABLE,1,Kelso,32,False
211,8,5,AVAILABLE,1,Sarpsborg,2,False
212,8,5,AVAILABLE,1,Piracicaba,2,True
213,9,5,AVAILABLE,1,Echion,2,False
214,9,5,AVAILABLE,1,Novena,2,True
215,9,3,AVAILABLE,1,Cracow,8,True
216,9,5,AVAILABLE,1,Elverum,2,True
217,9,5,AVAILABLE,1,Alphenor,2,False
218,9,5,AVAILABLE,1,Opole,2,False
219,9,4,AVAILABLE,1,Ikot Ekpene,4,True
220,9,5,AVAILABLE,1,Galway,2,True
221,9,3,OUT_OF_SERVICE,1,ArabSat 6A,8,True
222,9,2,AVAILABLE,1,Aesacus,16,True
223,9,5,AVAILABLE,1,Iowa City,2,True
224,9,4,AVAILABLE,2,Chandler,4,True
225,9,4,AVAILABLE,2,Europa,4,True
226,9,5,AVAILABLE,2,Bedok,2,True
227,9,4,AVAILABLE,2,Ilioneus,4,True
228,9,4,OUT_OF_SERVICE,2,Greymouth,4,True
229,9,1,AVAILABLE,2,Midas,32,False
230,9,3,AVAILABLE,2,Dunedin,8,True
231,9,3,AVAILABLE,2,Stonewall,8,False
232,9,5,AVAILABLE,2,Delhi,2,False
233,9,3,AVAILABLE,2,Campbellton,8,True
234,9,3,AVAILABLE,2,Sthenelus,8,True
235,9,3,AVAILABLE,3,Ludvika,8,True
236,9,5,AVAILABLE,3,Deucalion,2,True
237,9,5,AVAILABLE,3,Peneus,2,True
238,9,5,AVAILABLE,3,Marbella,2,False
239,9,4,AVAILABLE,3,Ozamiz,4,True
240,9,1,AVAILABLE,3,Amos-6,32,True
241,9,5,AVAILABLE,3,Ludvika,2,True
242,9,2,AVAILABLE,3,Laomedon,16,False
243,9,4,AVAILABLE,3,CRS-10,4,True
244,9,4,AVAILABLE,3,Sabadell,4,True
245,9,1,AVAILABLE,4,Calera,32,True
246,9,5,AVAILABLE,4,Landshut,2,True
247,9,4,AVAILABLE,4,Panjim,4,False
248,9,4,AVAILABLE,4,Procris,4,True
249,9,5,AVAILABLE,4,Alcobendas,2,False
250,9,5,AVAILABLE,4,Pyrrha,2,True
251,9,2,AVAILABLE,4,Killa Saifullah,16,False
252,9,3,AVAILABLE,4,Levanger,8,True
253,10,4,AVAILABLE,1,Wonju,4,True
254,10,3,AVAILABLE,1,Falcon 9 Test Flight,8,False
255,10,5,AVAILABLE,1,Rhacius,2,True
256,10,3,AVAILABLE,1,Lynceus,8,False
257,10,5,AVAILABLE,1,Phyleus,2,False
258,10,2,AVAILABLE,1,SES-8,16,False
259,10,4,AVAILABLE,1,Depok,4,True
260,10,2,AVAILABLE,1,Erebus,16,True
261,10,4,AVAILABLE,1,Cebren,4,False
262,10,4,AVAILABLE,1,Novena,4,True
263,10,2,AVAILABLE,2,Starlink 2,16,True
264,10,1,AVAILABLE,2,Helen,32,True
265,10,2,AVAILABLE,2,Narcissus,16,True
266,10,4,AVAILABLE,2,Okpoko,4,True
267,10,5,AVAILABLE,2,CASSIOPE,2,True
268,10,2,AVAILABLE,2,Belfast,16,True
269,10,4,AVAILABLE,2,Castanhal,4,True
270,10,4,AVAILABLE,2,Dubno,4,True
271,10,1,AVAILABLE,2,Wollongong,32,False
272,10,4,AVAILABLE,2,Phosphorus,4,True
273,10,5,AVAILABLE,2,Rae Bareli,2,True
274,10,1,AVAILABLE,2,Starlink-14 (v1.0),32,True
275,10,3,AVAILABLE,2,CRS-11,8,True
276,10,2,AVAILABLE,3,Colmar,16,True
277,10,3,AVAILABLE,3,Pandareus,8,True
278,10,3,AVAILABLE,3,Huesca,8,False
279,10,4,AVAILABLE,3,GPS III SV04 (Sacagawea),4,True
280,10,3,AVAILABLE,3,Mirpur,8,False
281,10,2,AVAILABLE,3,Jecheon,16,True
282,10,2,AVAILABLE,3,CRS-7,16,True
283,10,1,OUT_OF_SERVICE,3,Toowoomba,32,True
284,10,4,AVAILABLE,3,Great Falls,4,True
285,10,5,AVAILABLE,3,Starlink-8 & SkySat 16-18,2,True
286,10,4,AVAILABLE,3,Trujillo,4,True
287,10,4,AVAILABLE,3,Kozhikode,4,True
288,10,5,AVAILABLE,3,San Rafael,2,False
289,10,2,AVAILABLE,3,Kano,16,True
290,11,3,AVAILABLE,1,Amyclas,8,True
291,11,4,AVAILABLE,1,Alcathoe,4,True
292,11,3,AVAILABLE,1,GPS III SV01,8,True
293,11,2,AVAILABLE,1,SES-12,16,True
294,11,2,AVAILABLE,1,Gwangyang,16,True
295,11,2,AVAILABLE,1,Sloten,16,True
296,11,5,AVAILABLE,1,Campli,2,True
297,11,2,AVAILABLE,1,Newcastle,16,True
298,11,1,AVAILABLE,1,Bruckneudorf,32,True
299,11,2,AVAILABLE,1,CRS-9,16,True
300,11,2,AVAILABLE,1,Beringen,16,True
301,11,4,AVAILABLE,1,Pica,4,True
302,11,4,AVAILABLE,1,SAOCOM 1A,4,True
303,11,2,AVAILABLE,1,Villahermosa,16,True
304,11,5,AVAILABLE,1,Lynceus,2,True
305,11,3,AVAILABLE,2,Torrevieja,8,False
306,11,5,AVAILABLE,2,Kitsman,2,False
307,11,3,AVAILABLE,2,Alope,8,False
308,11,5,AVAILABLE,2,Agenor,2,False
309,11,4,AVAILABLE,2,Birori,4,False
310,11,5,AVAILABLE,2,Amphiaraus,2,True
311,11,5,AVAILABLE,2,Hyllus,2,True
312,11,5,AVAILABLE,2,Agave,2,True
313,11,3,AVAILABLE,2,CRS-7,8,True
314,11,4,AVAILABLE,2,Merah Putih,4,True
315,11,5,AVAILABLE,2,Greymouth,2,False
316,11,1,AVAILABLE,2,Tynda,32,True
317,11,4,AVAILABLE,3,Eurystheus,4,True
318,11,5,AVAILABLE,3,Perses,2,False
319,11,2,AVAILABLE,3,San Fernando,16,True
320,11,2,AVAILABLE,3,Odda,16,True
321,11,5,AVAILABLE,3,Alcippe,2,True
322,11,5,AVAILABLE,3,Electryon,2,False
323,11,5,AVAILABLE,3,Nancy,2,True
324,11,4,AVAILABLE,3,Trujillo,4,False
325,11,5,AVAILABLE,3,Tambov,2,True
326,11,5,AVAILABLE,3,Sisyphus,2,True
327,11,4,AVAILABLE,3,Stavoren,4,False
328,11,3,AVAILABLE,3,Innsbruck,8,False
329,11,5,AVAILABLE,3,Puno,2,True
330,11,4,AVAILABLE,3,Toowoomba,4,True
331,11,3,AVAILABLE,3,Philomela,8,True
332,11,5,AVAILABLE,4,Gaia,2,False
333,11,5,AVAILABLE,4,Iowa City,2,False
334,11,4,AVAILABLE,4,Bellville,4,True
335,11,1,AVAILABLE,4,Kerikeri,32,True
336,11,2,AVAILABLE,4,Kelso,16,False
337,11,3,AVAILABLE,4,Tiresias,8,True
338,11,4,AVAILABLE,4,ANASIS-II,4,True
339,11,4,AVAILABLE,4,Starlink-13 (v1.0),4,True
340,11,4,AVAILABLE,4,Palma de Mallorca,4,False
341,11,3,AVAILABLE,4,Van,8,True
342,12,4,AVAILABLE,1,Kerikeri,4,True
343,12,1,AVAILABLE,1,Vancouver,32,True
344,12,2,AVAILABLE,1,Gattatico,16,True
345,12,5,AVAILABLE,1,Ibagué,2,True
346,12,5,AVAILABLE,1,Hermothoe,2,True
347,12,3,AVAILABLE,1,CRS-8,8,True
348,12,2,AVAILABLE,1,Nova Kakhovka,16,False
349,12,2,AVAILABLE,1,Sloten,16,False
350,12,4,AVAILABLE,2,Laomedon,4,False
351,12,5,AVAILABLE,2,Thisbe,2,False
352,12,5,AVAILABLE,2,Tejar,2,False
353,12,1,AVAILABLE,2,Boeing X-37B OTV-5,32,False
354,12,5,AVAILABLE,2,Erechtheus,2,False
355,12,3,AVAILABLE,2,Amos-17,8,True
356,12,4,AVAILABLE,2,Alexiares,4,False
357,12,2,AVAILABLE,2,Falcon 9 Test Flight,16,True
358,12,5,AVAILABLE,2,Warisoulx,2,True
359,12,5,AVAILABLE,2,Hyllus,2,True
360,12,3,AVAILABLE,2,Polydorus,8,False
361,12,4,AVAILABLE,2,Marine Parade,4,False
362,12,5,AVAILABLE,2,Philomela,2,False
363,12,1,AVAILABLE,3,Victor Harbor,32,True
364,12,4,AVAILABLE,3,CRS-12,4,False
365,12,2,AVAILABLE,3,Spalbeek,16,True
366,12,2,AVAILABLE,3,Cassiopeia,16,True
367,12,3,AVAILABLE,3,JCSAT-2B,8,True
368,12,5,AVAILABLE,3,Hesione,2,False
369,12,4,AVAILABLE,3,Amphion,4,True
370,12,2,AVAILABLE,3,Arequipa,16,True
371,12,2,AVAILABLE,3,CRS-9,16,True
372,12,2,AVAILABLE,3,Xenodice,16,False
373,12,5,AVAILABLE,3,SES-9,2,False
374,12,4,AVAILABLE,3,Aedon,4,False
375,12,4,AVAILABLE,3,Starlink-15 (v1.0),4,True
376,12,5,AVAILABLE,3,CRS-5,2,False
377,13,1,AVAILABLE,1,Cuenca,32,False
378,13,2,AVAILABLE,1,CRS-3,16,True
379,13,2,AVAILABLE,1,Lynceus,16,True
380,13,4,AVAILABLE,1,GPS III SV04 (Sacagawea),4,True
381,13,5,AVAILABLE,1,Calco,2,True
382,13,2,AVAILABLE,1,Thetis,16,False
383,13,3,AVAILABLE,1,Berlin,8,True
384,13,2,AVAILABLE,1,Roubaix,16,True
385,13,2,AVAILABLE,2,Alcippe,16,True
386,13,3,AVAILABLE,2,Phyleus,8,False
387,13,3,AVAILABLE,2,Rhea,8,True
388,13,2,AVAILABLE,2,Dunedin,16,False
389,13,2,AVAILABLE,2,Woodlands,16,True
390,13,2,AVAILABLE,2,Nestor,16,True
391,13,1,AVAILABLE,2,Sloten,32,True
392,13,2,OUT_OF_SERVICE,2,Gunsan,16,True
393,13,2,AVAILABLE,2,GPS III SV01,16,True
394,14,5,AVAILABLE,1,Mercedes,2,True
395,14,1,AVAILABLE,1,Arequipa,32,True
396,14,2,AVAILABLE,1,DSCOVR,16,True
397,14,5,AVAILABLE,1,CRS-5,2,False
398,14,2,AVAILABLE,1,Rae Bareli,16,False
399,14,5,AVAILABLE,1,Artemis,2,True
400,14,3,AVAILABLE,1,CRS-1,8,True
401,14,2,AVAILABLE,1,Minyas,16,True
402,14,2,AVAILABLE,1,Knoxville,16,True
403,14,3,AVAILABLE,1,Juliaca,8,False
404,14,1,AVAILABLE,1,Polydorus,32,False
405,14,3,AVAILABLE,1,Mesoraca,8,False
406,15,1,AVAILABLE,1,Erechtheus,32,True
407,15,4,AVAILABLE,1,Traralgon,4,True
408,15,3,AVAILABLE,1,Borongan,8,True
409,15,2,OUT_OF_SERVICE,1,Killa Saifullah,16,True
410,15,2,AVAILABLE,1,Sabanalarga,16,False
411,15,2,AVAILABLE,1,Ozamiz,16,False
412,15,2,AVAILABLE,1,Jeonju,16,True
413,15,5,AVAILABLE,1,Bergen,2,True
414,15,4,AVAILABLE,1,Danae,4,False
415,15,5,AVAILABLE,1,Eurytos,2,True
416,15,2,AVAILABLE,1,Alkyone,16,False
417,15,2,AVAILABLE,1,Iquitos,16,True
418,15,2,AVAILABLE,1,Murray Bridge,16,True
419,15,4,AVAILABLE,1,Phosphorus,4,False
420,15,3,AVAILABLE,1,Iquitos,8,True
421,15,3,AVAILABLE,2,Uranus,8,True
422,15,2,AVAILABLE,2,Mocoa,16,True
423,15,5,AVAILABLE,2,CRS-18,2,True
424,15,5,AVAILABLE,2,Telde,2,True
425,15,4,AVAILABLE,2,Leda,4,True
426,15,1,AVAILABLE,2,Megara,32,False
427,15,1,AVAILABLE,2,SES-8,32,True
428,15,3,AVAILABLE,2,Alope,8,True
429,15,2,AVAILABLE,2,Odessa,16,True
430,15,4,AVAILABLE,2,Cambridge,4,False
431,15,1,AVAILABLE,2,Toowoomba,32,True
432,15,4,AVAILABLE,3,Konya,4,False
433,15,5,AVAILABLE,3,SES-11 / Echostar 105,2,True
434,15,5,AVAILABLE,3,Grimstad,2,False
435,15,3,AVAILABLE,3,FormoSat-5,8,True
436,15,2,AVAILABLE,3,Philomela,16,True
437,15,5,AVAILABLE,3,St. Petersburg,2,True
438,15,4,AVAILABLE,3,JCSAT-16,4,True
439,15,5,AVAILABLE,3,Macaria,2,True
440,15,4,AVAILABLE,3,Hermothoe,4,True
441,15,4,AVAILABLE,3,Penelope,4,True
442,15,4,AVAILABLE,3,Diomede,4,False
443,16,2,AVAILABLE,1,Almelo,16,False
444,16,3,AVAILABLE,1,Rekem,8,True
445,16,5,AVAILABLE,1,Telemachus,2,True
446,16,4,AVAILABLE,1,Dione,4,False
447,16,4,AVAILABLE,1,CRS-5,4,True
448,16,2,AVAILABLE,1,Iowa City,16,True
449,16,5,AVAILABLE,1,Olympia,2,False
450,16,3,AVAILABLE,1,Danao,8,False
451,16,3,AVAILABLE,1,Sisyphus,8,True
452,16,2,AVAILABLE,1,Linus,16,True
453,16,2,AVAILABLE,2,Syleus,16,False
454,16,4,AVAILABLE,2,EchoStar 23,4,True
455,16,3,AVAILABLE,2,Guarapuava,8,False
456,16,4,AVAILABLE,2,Cuenca,4,True
457,16,1,AVAILABLE,2,Rae Bareli,32,True
458,16,5,AVAILABLE,2,Plymouth,2,True
459,16,2,AVAILABLE,2,Pasiphae,16,False
460,16,5,AVAILABLE,2,Warri,2,True
461,16,2,AVAILABLE,2,Psyche,16,True
462,16,4,AVAILABLE,2,Oenomaus,4,True
463,16,3,AVAILABLE,3,Valenciennes,8,True
464,16,3,AVAILABLE,3,Iphicles,8,False
465,16,3,AVAILABLE,3,CRS-6,8,False
466,16,3,AVAILABLE,3,Aesacus,8,True
467,16,5,AVAILABLE,3,Daedalus,2,True
468,16,4,AVAILABLE,3,Agamemnon,4,True
469,16,5,AVAILABLE,3,Bellerophon,2,True
470,16,2,AVAILABLE,3,Calera,16,False
471,16,2,AVAILABLE,3,Aedon,16,False
472,16,4,AVAILABLE,3,Hedone,4,True
473,16,5,AVAILABLE,3,Gangneung,2,False
474,17,1,AVAILABLE,1,Baguio,32,True
475,17,1,AVAILABLE,1,Cephalus,32,True
476,17,2,AVAILABLE,1,Whitehorse,16,True
477,17,5,AVAILABLE,1,Huara,2,True
478,17,5,AVAILABLE,1,Alope,2,False
479,17,5,AVAILABLE,1,Greymouth,2,True
480,17,2,AVAILABLE,1,Podarces,16,False
481,17,5,AVAILABLE,1,Foligno,2,True
482,17,4,OUT_OF_SERVICE,1,Zaria,4,True
483,17,2,AVAILABLE,1,Iridium NEXT Mission 8,16,True
484,17,2,AVAILABLE,1,Calera,16,False
485,17,3,AVAILABLE,1,Dublin,8,True
486,17,3,AVAILABLE,1,Puno,8,True
487,17,4,AVAILABLE,1,Nestor,4,True
488,17,4,AVAILABLE,2,Sthenelus,4,True
489,17,3,AVAILABLE,2,Belfast,8,True
490,17,5,AVAILABLE,2,Chandler,2,False
491,17,4,AVAILABLE,2,Los Mochis,4,False
492,17,4,AVAILABLE,2,Arachne,4,True
493,17,3,AVAILABLE,2,Mocoa,8,False
494,17,2,AVAILABLE,2,Santa Cruz de Lorica,16,True
495,17,4,AVAILABLE,2,Peleus,4,False
496,17,2,AVAILABLE,2,Khairpur,16,True
497,17,2,AVAILABLE,2,Endeïs,16,False
498,17,4,AVAILABLE,2,Acrisius,4,True
499,17,4,AVAILABLE,2,Atrapos,4,True
500,17,3,AVAILABLE,2,Teucer,8,True
501,17,5,AVAILABLE,3,Penelope,2,True
502,17,3,AVAILABLE,3,Semele,8,True
503,17,3,AVAILABLE,3,Mandal,8,True
504,17,1,AVAILABLE,3,Bruckneudorf,32,False
505,17,5,AVAILABLE,3,Jilin,2,False
506,17,5,AVAILABLE,3,Creon,2,False
507,17,2,AVAILABLE,3,Silvassa,16,True
508,17,5,AVAILABLE,3,Warisoulx,2,True
509,17,5,AVAILABLE,3,Gwangyang,2,True
510,17,5,AVAILABLE,3,Ismene,2,True
511,17,5,AVAILABLE,3,COTS 1,2,False
512,17,1,AVAILABLE,4,Marpessa,32,False
513,17,2,AVAILABLE,4,Ila,16,True
514,17,3,AVAILABLE,4,Priam,8,True
515,17,4,AVAILABLE,4,Hyllus,4,False
516,17,5,AVAILABLE,4,Hines Creek,2,True
517,17,5,AVAILABLE,4,Minyas,2,True
518,17,5,AVAILABLE,4,Sabanalarga,2,True
519,17,3,AVAILABLE,4,Phyleus,8,True
520,17,4,AVAILABLE,4,Orestes,4,True
521,17,2,AVAILABLE,4,Starlink v0.9,16,True
522,17,4,AVAILABLE,4,Demeter,4,True
523,17,1,AVAILABLE,4,Aristaeus,32,True
524,17,5,AVAILABLE,4,Ternopil,2,True
525,18,5,AVAILABLE,1,Rhacius,2,True
526,18,5,AVAILABLE,1,Pandora,2,True
527,18,4,AVAILABLE,1,Megara,4,True
528,18,3,AVAILABLE,1,Pelops,8,False
529,18,5,AVAILABLE,1,Mirpur,2,True
